value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
red onions,218,218,0.00398363,1.0,red onions | red onions | red onions | red onions | red onions
caster sugar,217,217,0.00396535,1.0,caster sugar | caster sugar | caster sugar | caster sugar | caster sugar
herbs,217,217,0.00396535,1.0,herbs | herbs | herbs | herbs | herbs
pancetta,216,216,0.00394708,1.0,pancetta | pancetta | pancetta | pancetta | pancetta
ginger paste,216,216,0.00394708,1.0,ginger paste | ginger paste | ginger paste | ginger paste | ginger paste
cardamom pods,215,215,0.00392881,1.0,cardamom pods | cardamom pods | cardamom pods | cardamom pods | cardamom pods
tamari soy sauce,215,215,0.00392881,1.0,tamari soy sauce | tamari soy sauce | tamari soy sauce | tamari soy sauce | tamari soy sauce
chillies,212,212,0.00387399,1.0,chillies | chillies | chillies | chillies | chillies
chorizo,212,212,0.00387399,1.0,chorizo | chorizo | chorizo | chorizo | chorizo
cornmeal,210,210,0.00383744,1.0,cornmeal | cornmeal | cornmeal | cornmeal | cornmeal
peaches,210,210,0.00383744,1.0,peaches | peaches | peaches | peaches | peaches
panko,210,210,0.00383744,1.0,panko | panko | panko | panko | panko
sun tomatoes,209,209,0.00381917,1.0,sun tomatoes | sun tomatoes | sun tomatoes | sun tomatoes | sun tomatoes
green peas,208,208,0.00380089,1.0,green peas | green peas | green peas | green peas | green peas
butter or margarine,207,207,0.00378262,1.0,butter or margarine | butter or margarine | butter or margarine | butter or margarine | butter or margarine
chinese rice wine,207,207,0.00378262,1.0,chinese rice wine | chinese rice wine | chinese rice wine | chinese rice wine | chinese rice wine
bread flour,207,207,0.00378262,1.0,bread flour | bread flour | bread flour | bread flour | bread flour
cardamom,207,207,0.00378262,1.0,cardamom | cardamom | cardamom | cardamom | cardamom
pork shoulder,206,206,0.00376434,1.0,pork shoulder | pork shoulder | pork shoulder | pork shoulder | pork shoulder
thyme sprigs,205,205,0.00374607,1.0,thyme sprigs | thyme sprigs | thyme sprigs | thyme sprigs | thyme sprigs
bamboo shoots,205,205,0.00374607,1.0,bamboo shoots | bamboo shoots | bamboo shoots | bamboo shoots | bamboo shoots
almond extract,205,205,0.00374607,1.0,almond extract | almond extract | almond extract | almond extract | almond extract
parsley leaves,205,205,0.00374607,1.0,parsley leaves | parsley leaves | parsley leaves | parsley leaves | parsley leaves
sweet paprika,204,204,0.0037278,1.0,sweet paprika | sweet paprika | sweet paprika | sweet paprika | sweet paprika
artichoke hearts,203,203,0.00370952,1.0,artichoke hearts | artichoke hearts | artichoke hearts | artichoke hearts | artichoke hearts
green cabbage,202,202,0.00369125,1.0,green cabbage | green cabbage | green cabbage | green cabbage | green cabbage
monterey jack,201,201,0.00367298,1.0,monterey jack | monterey jack | monterey jack | monterey jack | monterey jack
egg white,201,201,0.00367298,1.0,egg white | egg white | egg white | egg white | egg white
hot pepper sauce,201,201,0.00367298,1.0,hot pepper sauce | hot pepper sauce | hot pepper sauce | hot pepper sauce | hot pepper sauce
ground allspice,201,201,0.00367298,1.0,ground allspice | ground allspice | ground allspice | ground allspice | ground allspice
serrano chile,201,201,0.00367298,1.0,serrano chile | serrano chile | serrano chile | serrano chile | serrano chile
juice,200,200,0.0036547,1.0,juice | juice | juice | juice | juice
garlic chili sauce,199,199,0.00363643,1.0,garlic chili sauce | garlic chili sauce | garlic chili sauce | garlic chili sauce | garlic chili sauce
unsweetened coconut milk,198,198,0.00361816,1.0,unsweetened coconut milk | unsweetened coconut milk | unsweetened coconut milk | unsweetened coconut milk | unsweetened coconut milk
cannellini beans,197,197,0.00359988,1.0,cannellini beans | cannellini beans | cannellini beans | cannellini beans | cannellini beans
dry mustard,197,197,0.00359988,1.0,dry mustard | dry mustard | dry mustard | dry mustard | dry mustard
horseradish,196,196,0.00358161,1.0,horseradish | horseradish | horseradish | horseradish | horseradish
pine nuts,195,195,0.00356334,1.0,pine nuts | pine nuts | pine nuts | pine nuts | pine nuts
agave nectar,195,195,0.00356334,1.0,agave nectar | agave nectar | agave nectar | agave nectar | agave nectar
chili paste,195,195,0.00356334,1.0,chili paste | chili paste | chili paste | chili paste | chili paste
whole tomatoes,193,193,0.00352679,1.0,whole tomatoes | whole tomatoes | whole tomatoes | whole tomatoes | whole tomatoes
seasoning,193,193,0.00352679,1.0,seasoning | seasoning | seasoning | seasoning | seasoning
tofu,193,193,0.00352679,1.0,tofu | tofu | tofu | tofu | tofu
chiles,193,193,0.00352679,1.0,chiles | chiles | chiles | chiles | chiles
red potatoes,192,192,0.00350852,1.0,red potatoes | red potatoes | red potatoes | red potatoes | red potatoes
white bread,190,190,0.00347197,1.0,white bread | white bread | white bread | white bread | white bread
ice water,190,190,0.00347197,1.0,ice water | ice water | ice water | ice water | ice water
poblano peppers,189,189,0.00345369,1.0,poblano peppers | poblano peppers | poblano peppers | poblano peppers | poblano peppers
golden raisins,188,188,0.00343542,1.0,golden raisins | golden raisins | golden raisins | golden raisins | golden raisins
prosciutto,187,187,0.00341715,1.0,prosciutto | prosciutto | prosciutto | prosciutto | prosciutto
whipped cream,187,187,0.00341715,1.0,whipped cream | whipped cream | whipped cream | whipped cream | whipped cream
corn flour,186,186,0.00339887,1.0,corn flour | corn flour | corn flour | corn flour | corn flour
creme fraiche,185,185,0.0033806,1.0,creme fraiche | creme fraiche | creme fraiche | creme fraiche | creme fraiche
cremini mushrooms,185,185,0.0033806,1.0,cremini mushrooms | cremini mushrooms | cremini mushrooms | cremini mushrooms | cremini mushrooms
lemon rind,185,185,0.0033806,1.0,lemon rind | lemon rind | lemon rind | lemon rind | lemon rind
bacon slices,184,184,0.00336233,1.0,bacon slices | bacon slices | bacon slices | bacon slices | bacon slices
bittersweet chocolate,184,184,0.00336233,1.0,bittersweet chocolate | bittersweet chocolate | bittersweet chocolate | bittersweet chocolate | bittersweet chocolate
salz,180,180,0.00328923,1.0,salz | salz | salz | salz | salz
kidney beans,179,179,0.00327096,1.0,kidney beans | kidney beans | kidney beans | kidney beans | kidney beans
fennel bulb,178,178,0.00325269,1.0,fennel bulb | fennel bulb | fennel bulb | fennel bulb | fennel bulb
chorizo sausage,178,178,0.00325269,1.0,chorizo sausage | chorizo sausage | chorizo sausage | chorizo sausage | chorizo sausage
lettuce leaves,178,178,0.00325269,1.0,lettuce leaves | lettuce leaves | lettuce leaves | lettuce leaves | lettuce leaves
avocados,177,177,0.00323441,1.0,avocados | avocados | avocados | avocados | avocados
molasses,177,177,0.00323441,1.0,molasses | molasses | molasses | molasses | molasses
light mayonnaise,177,177,0.00323441,1.0,light mayonnaise | light mayonnaise | light mayonnaise | light mayonnaise | light mayonnaise
chicken wings,176,176,0.00321614,1.0,chicken wings | chicken wings | chicken wings | chicken wings | chicken wings
chili pepper,176,176,0.00321614,1.0,chili pepper | chili pepper | chili pepper | chili pepper | chili pepper
szechwan peppercorns,176,176,0.00321614,1.0,szechwan peppercorns | szechwan peppercorns | szechwan peppercorns | szechwan peppercorns | szechwan peppercorns
slivered almonds,176,176,0.00321614,1.0,slivered almonds | slivered almonds | slivered almonds | slivered almonds | slivered almonds
i,175,175,0.00319787,1.0,i | i | i | i | i
green olives,174,174,0.00317959,1.0,green olives | green olives | green olives | green olives | green olives
fat free milk,173,173,0.00316132,1.0,fat free milk | fat free milk | fat free milk | fat free milk | fat free milk
pasta sauce,172,172,0.00314305,1.0,pasta sauce | pasta sauce | pasta sauce | pasta sauce | pasta sauce
cocoa powder,172,172,0.00314305,1.0,cocoa powder | cocoa powder | cocoa powder | cocoa powder | cocoa powder
almond flour,171,171,0.00312477,1.0,almond flour | almond flour | almond flour | almond flour | almond flour
sage leaves,171,171,0.00312477,1.0,sage leaves | sage leaves | sage leaves | sage leaves | sage leaves
chile pepper,171,171,0.00312477,1.0,chile pepper | chile pepper | chile pepper | chile pepper | chile pepper
wonton wrappers,170,170,0.0031065,1.0,wonton wrappers | wonton wrappers | wonton wrappers | wonton wrappers | wonton wrappers
light corn syrup,170,170,0.0031065,1.0,light corn syrup | light corn syrup | light corn syrup | light corn syrup | light corn syrup
vanilla beans,169,169,0.00308822,1.0,vanilla beans | vanilla beans | vanilla beans | vanilla beans | vanilla beans
baby spinach leaves,169,169,0.00308822,1.0,baby spinach leaves | baby spinach leaves | baby spinach leaves | baby spinach leaves | baby spinach leaves
button mushrooms,168,168,0.00306995,1.0,button mushrooms | button mushrooms | button mushrooms | button mushrooms | button mushrooms
red lentils,166,166,0.0030334,1.0,red lentils | red lentils | red lentils | red lentils | red lentils
baby bok choy,166,166,0.0030334,1.0,baby bok choy | baby bok choy | baby bok choy | baby bok choy | baby bok choy
tamarind paste,166,166,0.0030334,1.0,tamarind paste | tamarind paste | tamarind paste | tamarind paste | tamarind paste
almond milk,165,165,0.00301513,1.0,almond milk | almond milk | almond milk | almond milk | almond milk
curry paste,163,163,0.00297858,1.0,curry paste | curry paste | curry paste | curry paste | curry paste
lemon peel,163,163,0.00297858,1.0,lemon peel | lemon peel | lemon peel | lemon peel | lemon peel
seeds,162,162,0.00296031,1.0,seeds | seeds | seeds | seeds | seeds
green chiles,162,162,0.00296031,1.0,green chiles | green chiles | green chiles | green chiles | green chiles
orange bell pepper,162,162,0.00296031,1.0,orange bell pepper | orange bell pepper | orange bell pepper | orange bell pepper | orange bell pepper
red potato,161,161,0.00294204,1.0,red potato | red potato | red potato | red potato | red potato
dark sesame oil,161,161,0.00294204,1.0,dark sesame oil | dark sesame oil | dark sesame oil | dark sesame oil | dark sesame oil
chipotles in adobo,159,159,0.00290549,1.0,chipotles in adobo | chipotles in adobo | chipotles in adobo | chipotles in adobo | chipotles in adobo
yellow cornmeal,159,159,0.00290549,1.0,yellow cornmeal | yellow cornmeal | yellow cornmeal | yellow cornmeal | yellow cornmeal
rotisserie chicken,157,157,0.00286894,1.0,rotisserie chicken | rotisserie chicken | rotisserie chicken | rotisserie chicken | rotisserie chicken
cotija,157,157,0.00286894,1.0,cotija | cotija | cotija | cotija | cotija
pure maple syrup,156,156,0.00285067,1.0,pure maple syrup | pure maple syrup | pure maple syrup | pure maple syrup | pure maple syrup
nori,156,156,0.00285067,1.0,nori | nori | nori | nori | nori
el olivenol,155,155,0.0028324,1.0,el olivenol | el olivenol | el olivenol | el olivenol | el olivenol
meat,155,155,0.0028324,1.0,meat | meat | meat | meat | meat
ricotta,154,154,0.00281412,1.0,ricotta | ricotta | ricotta | ricotta | ricotta
green chile,154,154,0.00281412,1.0,green chile | green chile | green chile | green chile | green chile
dressing,153,153,0.00279585,1.0,dressing | dressing | dressing | dressing | dressing
black mustard seeds,153,153,0.00279585,1.0,black mustard seeds | black mustard seeds | black mustard seeds | black mustard seeds | black mustard seeds
sugar pea,152,152,0.00277757,1.0,sugar pea | sugar pea | sugar pea | sugar pea | sugar pea
whole cloves,152,152,0.00277757,1.0,whole cloves | whole cloves | whole cloves | whole cloves | whole cloves
paneer,150,150,0.00274103,1.0,paneer | paneer | paneer | paneer | paneer
salsa verde,150,150,0.00274103,1.0,salsa verde | salsa verde | salsa verde | salsa verde | salsa verde
white miso,149,149,0.00272275,1.0,white miso | white miso | white miso | white miso | white miso
coconut sugar,149,149,0.00272275,1.0,coconut sugar | coconut sugar | coconut sugar | coconut sugar | coconut sugar
garbanzo beans,148,148,0.00270448,1.0,garbanzo beans | garbanzo beans | garbanzo beans | garbanzo beans | garbanzo beans
watercress,148,148,0.00270448,1.0,watercress | watercress | watercress | watercress | watercress
ice cubes,148,148,0.00270448,1.0,ice cubes | ice cubes | ice cubes | ice cubes | ice cubes
sunflower oil,147,147,0.00268621,1.0,sunflower oil | sunflower oil | sunflower oil | sunflower oil | sunflower oil
whole kernel corn,147,147,0.00268621,1.0,whole kernel corn | whole kernel corn | whole kernel corn | whole kernel corn | whole kernel corn
blackberries,147,147,0.00268621,1.0,blackberries | blackberries | blackberries | blackberries | blackberries
asafoetida,147,147,0.00268621,1.0,asafoetida | asafoetida | asafoetida | asafoetida | asafoetida
celery stalks,147,147,0.00268621,1.0,celery stalks | celery stalks | celery stalks | celery stalks | celery stalks
bok choy,146,146,0.00266793,1.0,bok choy | bok choy | bok choy | bok choy | bok choy
pesto,146,146,0.00266793,1.0,pesto | pesto | pesto | pesto | pesto
mexican oregano,146,146,0.00266793,1.0,mexican oregano | mexican oregano | mexican oregano | mexican oregano | mexican oregano
galangal,146,146,0.00266793,1.0,galangal | galangal | galangal | galangal | galangal
yellow squash,145,145,0.00264966,1.0,yellow squash | yellow squash | yellow squash | yellow squash | yellow squash
granny smith apples,145,145,0.00264966,1.0,granny smith apples | granny smith apples | granny smith apples | granny smith apples | granny smith apples
oregano leaves,145,145,0.00264966,1.0,oregano leaves | oregano leaves | oregano leaves | oregano leaves | oregano leaves
unbleached all purpose flour,144,144,0.00263139,1.0,unbleached all purpose flour | unbleached all purpose flour | unbleached all purpose flour | unbleached all purpose flour | unbleached all purpose flour
peppercorns,143,143,0.00261311,1.0,peppercorns | peppercorns | peppercorns | peppercorns | peppercorns
brussels sprouts,143,143,0.00261311,1.0,brussels sprouts | brussels sprouts | brussels sprouts | brussels sprouts | brussels sprouts
ground lamb,143,143,0.00261311,1.0,ground lamb | ground lamb | ground lamb | ground lamb | ground lamb
semisweet chocolate,142,142,0.00259484,1.0,semisweet chocolate | semisweet chocolate | semisweet chocolate | semisweet chocolate | semisweet chocolate
prawns,142,142,0.00259484,1.0,prawns | prawns | prawns | prawns | prawns
serrano peppers,142,142,0.00259484,1.0,serrano peppers | serrano peppers | serrano peppers | serrano peppers | serrano peppers
grapeseed oil,142,142,0.00259484,1.0,grapeseed oil | grapeseed oil | grapeseed oil | grapeseed oil | grapeseed oil
soba noodles,142,142,0.00259484,1.0,soba noodles | soba noodles | soba noodles | soba noodles | soba noodles
hamburger buns,141,141,0.00257657,1.0,hamburger buns | hamburger buns | hamburger buns | hamburger buns | hamburger buns
ground black pepper,140,140,0.00255829,1.0,ground black pepper | ground black pepper | ground black pepper | ground black pepper | ground black pepper
dark chocolate,140,140,0.00255829,1.0,dark chocolate | dark chocolate | dark chocolate | dark chocolate | dark chocolate
elbow macaroni,140,140,0.00255829,1.0,elbow macaroni | elbow macaroni | elbow macaroni | elbow macaroni | elbow macaroni
turkey,140,140,0.00255829,1.0,turkey | turkey | turkey | turkey | turkey
salmon,139,139,0.00254002,1.0,salmon | salmon | salmon | salmon | salmon
stick butter,139,139,0.00254002,1.0,stick butter | stick butter | stick butter | stick butter | stick butter
breadcrumbs,139,139,0.00254002,1.0,breadcrumbs | breadcrumbs | breadcrumbs | breadcrumbs | breadcrumbs
pork belly,138,138,0.00252175,1.0,pork belly | pork belly | pork belly | pork belly | pork belly
marinade,137,137,0.00250347,1.0,marinade | marinade | marinade | marinade | marinade
pinenuts,136,136,0.0024852,1.0,pinenuts | pinenuts | pinenuts | pinenuts | pinenuts
