left,right,support_left,support_right,cooccurrence,p_right_given_left,p_left_given_right,jaccard,lift
cucumber,garlic,1907,24801,913,0.47876245,0.03681303,0.03539446,1.16886684
cilantro,garam masala,9781,2179,912,0.093242,0.41854061,0.08254888,2.59100647
bay leaf,salt,1227,34455,907,0.7392013,0.02632419,0.02608196,1.29904626
avocado,pepper,2466,22147,905,0.36699108,0.04086332,0.03817277,1.0033553
chicken,sugar,7796,9681,900,0.11544382,0.0929656,0.05429209,0.72204557
chili powder,cumin,4698,1942,892,0.18986803,0.45932029,0.15518441,5.91993262
cilantro,red bell pepper,9781,2893,892,0.09119722,0.30833045,0.07570871,1.90874235
cilantro,sour cream,9781,2201,892,0.09119722,0.40527033,0.08043282,2.5088558
chili powder,water,4698,8805,889,0.18922946,0.10096536,0.07047725,1.30128833
avocado,olive oil,2466,18893,887,0.35969181,0.04694861,0.04332747,1.15277293
onion,tomato paste,12300,1708,885,0.07195122,0.51814988,0.06743885,2.55072971
celery,salt,1507,34455,884,0.58659589,0.02565665,0.02520098,1.03086289
green onion,lime juice,8103,3816,883,0.10897199,0.23139413,0.08001087,1.72910213
coconut milk,salt,1735,34455,882,0.50835735,0.02559861,0.02498017,0.89336925
black beans,cilantro,1555,9781,881,0.56655949,0.09007259,0.0842659,3.50732817
oil,water,3310,8805,881,0.26616314,0.10005679,0.07842265,1.83034392
garam masala,tomato,2179,7169,880,0.40385498,0.12275073,0.10392064,3.41099442
green onion,onion,8103,12300,874,0.10786129,0.07105691,0.04475396,0.53097568
salt,zucchini,34455,1537,874,0.02536642,0.56864021,0.02488752,0.99930822
chicken,corn starch,7796,2573,872,0.11185223,0.338904,0.09181847,2.63220079
ginger,oil,7018,3310,871,0.12410943,0.26314199,0.09210109,2.27034023
black beans,cheese,1555,15753,870,0.55948553,0.05522758,0.05292615,2.15050142
ginger,tomato,7018,7169,867,0.12353947,0.12093737,0.06509009,1.04342515
corn starch,water,2573,8805,865,0.33618344,0.09823964,0.08227908,2.31185775
lime,olive oil,3146,18893,865,0.27495232,0.04578415,0.04085199,0.88119213
basil leaves,olive oil,1356,18893,862,0.63569322,0.04562536,0.04446278,2.03732727
bay leaves,garlic,1181,24801,860,0.72819644,0.03467602,0.03423294,1.77784342
butter,heavy cream,9765,1729,860,0.08806964,0.49739734,0.08087267,3.08422006
sesame oil,sugar,2978,9681,860,0.28878442,0.0888338,0.07288753,1.80620768
milk,pepper,3433,22147,858,0.24992718,0.03874114,0.03470593,0.68330205
cilantro,soy sauce,9781,5367,855,0.08741437,0.15930688,0.05981949,0.98620093
cucumber,pepper,1907,22147,855,0.44834819,0.03860568,0.03685504,1.22578602
garlic,zucchini,24801,1537,855,0.03447442,0.55627846,0.03355178,1.35811705
pepper,tomato paste,22147,1708,853,0.03851537,0.49941452,0.03708373,1.3654016
baking powder,sugar,1637,9681,852,0.52046426,0.08800744,0.08140646,3.25525371
ground coriander,ground cumin,1319,4111,851,0.64518575,0.20700559,0.18584844,9.50279664
chili powder,oil,4698,3310,847,0.18028948,0.25589124,0.11827957,3.29804481
baking soda,salt,1065,34455,846,0.7943662,0.02455377,0.02439868,1.3959911
chicken,egg,7796,11145,843,0.10813238,0.0756393,0.04657973,0.58747558
onion,red bell pepper,12300,2893,842,0.06845528,0.29104736,0.05867187,1.43275751
chicken,chili powder,7796,4698,841,0.10787583,0.17901235,0.07217026,1.39035371
olive oil,tomato paste,18893,1708,841,0.04451384,0.49238876,0.04256073,1.57805215
ginger,olive oil,7018,18893,840,0.11969222,0.04446091,0.03350485,0.38360048
honey,olive oil,2977,18893,840,0.28216325,0.04446091,0.03994294,0.90430238
bay leaves,salt,1181,34455,836,0.70787468,0.02426353,0.02402299,1.24399396
butter,lemon juice,9765,4935,833,0.08530466,0.16879433,0.06007067,1.04664582
cumin,pepper,1942,22147,829,0.42687951,0.03743171,0.03564058,1.16709053
green chilies,onion,1520,12300,827,0.54407895,0.06723577,0.06364966,2.67837238
black beans,salt,1555,34455,826,0.53118971,0.0239733,0.02347658,0.93349404
cilantro,sugar,9781,9681,825,0.0843472,0.08521847,0.04426678,0.5275512
garlic powder,olive oil,2686,18893,825,0.30714818,0.04366697,0.03975137,0.98437633
celery,pepper,1507,22147,822,0.54545455,0.03711564,0.0360021,1.49127524
dry white wine,olive oil,1165,18893,821,0.70472103,0.04345525,0.04267817,2.25855388
basil leaves,garlic,1356,24801,818,0.60324484,0.03298254,0.03228225,1.47278234
cayenne pepper,pepper,1890,22147,815,0.43121693,0.03679957,0.03509603,1.17894908
cucumber,olive oil,1907,18893,815,0.42737284,0.04313767,0.04078059,1.36968323
cilantro,egg,9781,11145,812,0.0830181,0.07285778,0.04036989,0.45103147
egg,granulated sugar,11145,1732,811,0.07276806,0.4682448,0.06721366,2.54394104
mayonnaise,pepper,1751,22147,811,0.46316391,0.03661896,0.03512799,1.26629225
salt,white onion,34455,1149,811,0.02353795,0.70583116,0.02330929,1.24040275
chili powder,ground turmeric,4698,1864,808,0.17198808,0.43347639,0.14042405,5.58684455
cilantro,ground turmeric,9781,1864,806,0.08240466,0.43240343,0.0743611,2.67682526
brown sugar,egg,2788,11145,804,0.28837877,0.07213997,0.06123848,1.56674152
corn starch,sesame oil,2573,2978,804,0.31247571,0.26997985,0.16937013,6.35339295
butter,granulated sugar,9765,1732,802,0.08213006,0.4630485,0.07498831,2.87123263
cilantro,oil,9781,3310,802,0.08199571,0.24229607,0.06526162,1.49995166
lemon juice,sugar,4935,9681,802,0.16251266,0.08284268,0.05805704,1.01643857
olive oil,salt and pepper,18893,1470,799,0.0422908,0.54353741,0.04084032,1.74197801
bay leaf,garlic,1227,24801,798,0.65036675,0.03217612,0.03162901,1.58782737
chicken stock,pepper,1705,22147,795,0.46627566,0.03589651,0.03447977,1.2747998
garlic,white onion,24801,1149,792,0.0319342,0.68929504,0.03148104,1.68286822
garam masala,ground turmeric,2179,1864,790,0.36255163,0.42381974,0.24285275,11.77709289
celery,garlic,1507,24801,787,0.5222296,0.03173259,0.03083735,1.27498899
garlic,sour cream,24801,2201,787,0.03173259,0.35756474,0.03002098,0.87297065
flour,panko breadcrumbs,8057,2274,786,0.09755492,0.34564644,0.08234678,2.59760355
ginger,ground turmeric,7018,1864,784,0.11171274,0.42060086,0.09681403,3.62886606
garlic,turmeric,24801,1222,783,0.03157131,0.64075286,0.03102219,1.56435571
cheese,yellow onion,15753,2303,779,0.0494509,0.33825445,0.04508885,1.3001528
fish sauce,lime juice,2182,3816,779,0.35701192,0.20414046,0.14926231,5.66485102
cheese,flour tortillas,15753,1044,778,0.04938742,0.74521073,0.04856733,2.86437565
cheese,italian seasoning,15753,1134,778,0.04938742,0.68606702,0.04829598,2.63704425
egg whites,salt,1346,34455,775,0.57578009,0.02249311,0.02212642,1.01185559
olive oil,red pepper,18893,1751,775,0.04102048,0.44260423,0.03900549,1.41849817
chicken,flour,7796,8057,773,0.09915341,0.09594142,0.05125995,0.74515814
green onion,red bell pepper,8103,2893,773,0.09539677,0.26719668,0.07561381,1.99663817
onion,soy sauce,12300,5367,772,0.06276423,0.143842,0.04569399,0.70810024
celery,onion,1507,12300,769,0.51028534,0.06252033,0.05898144,2.51201439
chicken,sesame oil,7796,2978,767,0.09838379,0.25755541,0.07664635,2.00038223
garlic,red chili peppers,24801,1212,767,0.03092617,0.63283828,0.03038105,1.54503278
egg,vanilla,11145,1041,766,0.06873037,0.73583093,0.06707531,3.99771762
pepper,sour cream,22147,2201,765,0.03454192,0.34756929,0.03243862,0.95025603
baking soda,flour,1065,8057,764,0.71737089,0.09482438,0.09140943,5.39118872
salt,smoked paprika,34455,961,763,0.02214483,0.79396462,0.0220183,1.39528538
cumin seed,garlic,1361,24801,762,0.55988244,0.03072457,0.03,1.36691592
garlic,green bell pepper,24801,1301,762,0.03072457,0.58570331,0.03007103,1.42995585
onion powder,salt,1028,34455,761,0.74027237,0.02208678,0.02191694,1.30092852
plain greek yogurt,salt,1166,34455,761,0.65265866,0.02208678,0.02183018,1.14695928
green bell pepper,salt,1301,34455,760,0.58416603,0.02205776,0.02171677,1.02659274
ginger,ground cumin,7018,4111,756,0.107723,0.18389686,0.07288152,1.58662796
carrot,chicken,4669,7796,755,0.16170486,0.09684454,0.06447481,1.25592989
jalapeno chilies,pepper,1861,22147,755,0.40569586,0.0340904,0.03246893,1.10917436
sesame oil,water,2978,8805,754,0.25319006,0.08563316,0.06836522,1.74113097
baking powder,butter,1637,9765,752,0.45937691,0.07700973,0.07061033,2.84846614
mint,salt,1236,34455,752,0.60841424,0.02182557,0.02152323,1.06920569
olive oil,zucchini,18893,1537,750,0.03969724,0.48796357,0.03810976,1.56386989
basil leaves,salt,1356,34455,747,0.55088496,0.02168045,0.0213039,0.96810576
dry white wine,garlic,1165,24801,747,0.64120172,0.03011975,0.02962052,1.56545155
coriander,salt,1151,34455,746,0.64813206,0.02165143,0.02139989,1.13900439
onion,thyme,12300,2373,745,0.06056911,0.31394859,0.05348937,1.54549488
flour,granulated sugar,8057,1732,744,0.09234206,0.4295612,0.08225539,3.22824013
onion,pasta,12300,2765,744,0.0604878,0.26907776,0.05195168,1.32460636
cheese,thyme,15753,2373,743,0.04716562,0.31310577,0.04274291,1.20348851
cinnamon,egg,1634,11145,742,0.45410037,0.06657694,0.06164327,2.46709531
corn tortillas,salt,1253,34455,739,0.58978452,0.02144827,0.021133,1.03646648
garlic,red wine vinegar,24801,1419,739,0.02979719,0.52078929,0.029002,1.27147258
beef,egg,2489,11145,738,0.29650462,0.06621803,0.05722705,1.61088872
rice vinegar,sesame oil,2142,2978,738,0.34453782,0.24781733,0.16841625,7.00529372
butter,chicken,9765,7796,736,0.07537122,0.09440739,0.04374443,0.58539348
cilantro,corn tortillas,9781,1253,734,0.07504345,0.58579409,0.07126214,3.62640143
garlic,salt and pepper,24801,1470,734,0.02959558,0.49931973,0.02874261,1.21905607
ground cumin,water,4111,8805,734,0.17854537,0.08336173,0.06025283,1.22781623
purple onion,tomato,2637,7169,733,0.27796739,0.10224578,0.08078915,2.34773682
garlic,tomato sauce,24801,1168,731,0.02947462,0.62585616,0.02896426,1.5279864
baking soda,egg,1065,11145,730,0.68544601,0.06550022,0.06358885,3.72397989
black beans,garlic,1555,24801,730,0.46945338,0.0294343,0.02848669,1.14613935
rosemary,salt,1055,34455,730,0.69194313,0.02118706,0.02098907,1.21599641
oil,sugar,3310,9681,728,0.21993958,0.07519884,0.05936557,1.3756163
cheese,red pepper flakes,15753,2319,727,0.04614994,0.3134972,0.0419141,1.20499304
egg,parsley,11145,3492,726,0.06514132,0.20790378,0.05218892,1.12952659
olive oil,rosemary,18893,1055,724,0.03832107,0.68625592,0.03766126,2.19937523
chicken,ground cumin,7796,4111,721,0.09248332,0.17538312,0.06445557,1.36216622
cheese,corn tortillas,15753,1253,718,0.04557862,0.57302474,0.04408153,2.20254225
balsamic vinegar,olive oil,1017,18893,717,0.70501475,0.03795056,0.03735737,2.25949521
chicken broth,onion,1942,12300,716,0.36869207,0.05821138,0.05293509,1.81498413
avocado,lime,2466,3146,714,0.28953771,0.22695486,0.14577379,5.57263462
cumin,olive oil,1942,18893,714,0.3676622,0.03779177,0.03548531,1.17831718
garlic,panko breadcrumbs,24801,2274,713,0.02874884,0.31354442,0.02704651,0.76549794
green onion,lime,8103,3146,712,0.08786869,0.22631914,0.06757142,1.69117903
cumin,onion,1942,12300,711,0.3661174,0.05780488,0.05254601,1.80230966
basil,onion,2827,12300,710,0.25114963,0.05772358,0.04924742,1.23635041
curry powder,salt,1003,34455,710,0.70787637,0.02060659,0.02043283,1.24399693
pepper,zucchini,22147,1537,710,0.03205852,0.46193884,0.0309045,1.26294292
green onion,tomato,8103,7169,709,0.08749846,0.09889803,0.04868502,0.73901961
canola oil,pepper,1935,22147,708,0.36589147,0.03196821,0.03029007,1.00034897
salt,tomato sauce,34455,1168,703,0.02040342,0.60188356,0.02013173,1.05772891
dry white wine,salt,1165,34455,700,0.60085837,0.02031635,0.02004582,1.05592727
chicken,chicken broth,7796,1942,699,0.08966136,0.35993821,0.07733156,2.79556933
cooking spray,garlic,2025,24801,699,0.34518519,0.02818435,0.02675393,0.84274678
cheese,vegetable oil,15753,5198,698,0.04430902,0.13428242,0.03446403,0.51614298
cumin seed,onion,1361,12300,698,0.51285819,0.05674797,0.05384556,2.52467996
fish sauce,green onion,2182,8103,696,0.31897342,0.08589411,0.07258317,2.38354196
garlic powder,onion powder,2686,1028,696,0.25912137,0.6770428,0.2306163,15.26245035
lemon juice,onion,4935,12300,695,0.1408308,0.05650407,0.04201935,0.69327683
chicken broth,olive oil,1942,18893,692,0.35633368,0.03662732,0.03435437,1.14201049
ginger,lime juice,7018,3816,691,0.0984611,0.18107966,0.0681258,1.5623217
beef,olive oil,2489,18893,690,0.27721977,0.03652146,0.03334622,0.88845905
cilantro,coconut milk,9781,1735,689,0.0704427,0.39711816,0.0636372,2.45838915
coriander,garlic,1151,24801,689,0.5986099,0.02778114,0.02727309,1.46146646
lemon juice,water,4935,8805,686,0.13900709,0.07791028,0.05255094,0.95592044
cheese,cumin,15753,1942,685,0.04348378,0.35272915,0.04027043,1.35578936
chili powder,ginger,4698,7018,682,0.14516816,0.09717868,0.06180895,1.25248388
oil,soy sauce,3310,5367,682,0.2060423,0.12707285,0.08530331,2.32455022
brown sugar,soy sauce,2788,5367,680,0.24390244,0.1267002,0.0909699,2.75168487
olive oil,panko breadcrumbs,18893,2274,678,0.03588631,0.29815303,0.03309093,0.95554789
garlic,mushroom,24801,1247,677,0.02729729,0.54290297,0.02668401,1.32546166
ground turmeric,tomato,1864,7169,677,0.36319742,0.09443437,0.08101963,3.06759717
garam masala,ground cumin,2179,4111,676,0.31023405,0.16443688,0.12041325,4.569368
ground cumin,ground turmeric,4111,1864,674,0.16395038,0.36158798,0.12714582,5.32574857
olive oil,paprika,18893,1778,674,0.03567459,0.37907762,0.03370506,1.21490232
pepper,worcestershire sauce,22147,1109,673,0.03038786,0.60685302,0.02980118,1.65913895
egg whites,sugar,1346,9681,672,0.49925706,0.06941432,0.06489619,3.12261284
egg,ground cinnamon,11145,1606,671,0.06020637,0.41780822,0.05554636,2.26992263
garlic,pork,24801,1109,671,0.02705536,0.60504959,0.02658584,1.47718854
red onion,salt,1162,34455,670,0.57659208,0.01944565,0.01917189,1.01328256
onion powder,pepper,1028,22147,669,0.65077821,0.03020725,0.02972541,1.77923062
brown sugar,pepper,2788,22147,668,0.23959828,0.0301621,0.02752709,0.6550628
dill,salt,879,34455,668,0.75995449,0.01938761,0.0192696,1.33551718
cheese,cooking spray,15753,2025,666,0.04227766,0.32888889,0.03892006,1.26415427
chives,salt,1042,34455,664,0.63723608,0.01927151,0.01906238,1.11985619
cilantro,green chilies,9781,1520,662,0.06768224,0.43552632,0.06222389,2.6961577
cherry tomatoes,olive oil,1076,18893,661,0.61431227,0.0349865,0.03423451,1.96880367
chili powder,green chilies,4698,1520,661,0.14069817,0.43486842,0.11894907,5.60478563
carrot,celery,4669,1507,657,0.14071536,0.43596549,0.1190433,5.65382538
chicken,lime juice,7796,3816,657,0.08427399,0.17216981,0.05997262,1.33720909
salt,worcestershire sauce,34455,1109,656,0.01903933,0.5915239,0.01879225,1.0395232
bay leaf,onion,1227,12300,655,0.53382233,0.05325203,0.05088564,2.62788147
coconut milk,ginger,1735,7018,655,0.37752161,0.09333143,0.08088417,3.25718634
salt,whole milk,34455,1012,655,0.0190103,0.6472332,0.01881535,1.13742477
pork,salt,1109,34455,654,0.58972047,0.01898128,0.01873389,1.03635392
cheese,red bell pepper,15753,2893,653,0.04145242,0.22571725,0.03629189,0.86759217
fish sauce,ginger,2182,7018,653,0.29926673,0.09304645,0.07640108,2.58201772
carrot,cheese,4669,15753,651,0.13943028,0.04132546,0.03292701,0.5359299
chicken,oil,7796,3310,651,0.08350436,0.19667674,0.06226686,1.52754957
corn tortillas,garlic,1253,24801,651,0.51955307,0.02624894,0.02562689,1.26845444
avocado,tomato,2466,7169,649,0.26317924,0.09052867,0.07222346,2.22283482
salt,spinach,34455,1122,649,0.01883616,0.57843137,0.01858108,1.01651486
italian seasoning,salt,1134,34455,648,0.57142857,0.01880714,0.01854555,1.00420839
pepper,rosemary,22147,1055,647,0.02921389,0.61327014,0.02868544,1.67668339
dry white wine,pepper,1165,22147,646,0.55450644,0.02916874,0.02850084,1.51602315
pepper,shrimp,22147,1739,646,0.02916874,0.37147786,0.0277969,1.01562218
balsamic vinegar,salt,1017,34455,645,0.63421829,0.01872007,0.01852011,1.11455282
pepper,red pepper,22147,1751,644,0.02907843,0.36778983,0.02769416,1.0055391
chicken,fish sauce,7796,2182,642,0.08234992,0.29422548,0.06876607,2.28519149
onion,potato,12300,1260,642,0.05219512,0.50952381,0.0496981,2.50826558
green bell pepper,onion,1301,12300,641,0.49269792,0.05211382,0.04945988,2.42543572
rice,salt,1164,34455,640,0.54982818,0.01857495,0.01829669,0.96624862
cilantro,yellow onion,9781,2303,639,0.06533074,0.27746418,0.05583224,1.7176624
onion,turmeric,12300,1222,637,0.05178862,0.5212766,0.04943733,2.56612178
cherry tomatoes,salt,1076,34455,636,0.59107807,0.01845886,0.01822611,1.03873972
garlic,smoked paprika,24801,961,636,0.02564413,0.66181061,0.02531243,1.61576681
oil,tomato,3310,7169,636,0.19214502,0.0887153,0.06461445,1.62287358
red chili peppers,salt,1212,34455,636,0.52475248,0.01845886,0.01815535,0.92218146
sugar,vanilla,9681,1041,635,0.0655924,0.60999039,0.06295231,3.81519661
cheese,cucumber,15753,1907,634,0.0402463,0.33245936,0.03723717,1.27787814
garlic,rosemary,24801,1055,633,0.02552316,0.6,0.02509614,1.46486029
chicken,lemon juice,7796,4935,628,0.08055413,0.12725431,0.05188796,0.98835919
mirin,soy sauce,1013,5367,627,0.6189536,0.11682504,0.10898662,6.98297758
oregano,parsley,4074,3492,626,0.15365734,0.1792669,0.09020173,2.66436194
balsamic vinegar,pepper,1017,22147,625,0.61455261,0.02822053,0.02772971,1.68018965
egg,lemon juice,11145,4935,625,0.05607896,0.1266464,0.04043999,0.68806099
parsley,tomato,3492,7169,621,0.17783505,0.08662296,0.06185259,1.50201037
garlic,spinach,24801,1122,620,0.02499899,0.55258467,0.02450302,1.3490989
pepper,rice vinegar,22147,2142,620,0.02799476,0.28944911,0.0261946,0.79135521
brown sugar,ginger,2788,7018,619,0.22202296,0.08820177,0.06737782,1.91557281
bay leaves,onion,1181,12300,618,0.52328535,0.0502439,0.04804478,2.57601041
chicken stock,olive oil,1705,18893,618,0.36246334,0.03271053,0.03093093,1.1616554
garlic,green chilies,24801,1520,617,0.02487803,0.40592105,0.02400405,0.99102938
butter,thyme,9765,2373,616,0.06308244,0.25958702,0.05346294,1.60962561
butter,parsley,9765,3492,615,0.06298003,0.17611684,0.04864737,1.09205065
bay leaf,pepper,1227,22147,614,0.5004075,0.02772385,0.02697715,1.3681164
garlic,mint,24801,1236,613,0.02471675,0.49595469,0.02411108,1.21084056
brown sugar,butter,2788,9765,611,0.21915352,0.0625704,0.05116396,1.35890889
cumin seed,ginger,1361,7018,611,0.44893461,0.08706184,0.07865602,3.87332437
curry powder,garlic,1003,24801,611,0.60917248,0.0246361,0.02425277,1.4872543
garlic,peanut oil,24801,930,611,0.0246361,0.65698925,0.02432325,1.60399576
butter,ground cinnamon,9765,1606,610,0.062468,0.37982565,0.05668618,2.35519133
peas,salt,961,34455,609,0.63371488,0.01767523,0.01749648,1.11366815
black beans,olive oil,1555,18893,608,0.39099678,0.03218123,0.03064516,1.25310196
carrot,sesame oil,4669,2978,608,0.1302206,0.20416387,0.08637591,2.64770234
cheese,tomato sauce,15753,1168,607,0.03853234,0.51969178,0.03720731,1.99754569
dill,pepper,879,22147,607,0.69055745,0.02740778,0.02707525,1.88798725
butter,cilantro,9765,9781,606,0.06205837,0.06195686,0.03199578,0.38417692
egg,ginger,11145,7018,606,0.05437416,0.08634939,0.03451615,0.46913014
olive oil,red onion,18893,1162,606,0.03207537,0.52151463,0.03115841,1.67139739
basil leaves,cheese,1356,15753,605,0.44616519,0.03840538,0.03665778,1.71493064
chicken,lime,7796,3146,605,0.0776039,0.19230769,0.05852762,1.49361606
garlic,oyster sauce,24801,891,605,0.02439418,0.67901235,0.02411608,1.6577637
chicken,chicken stock,7796,1705,604,0.07747563,0.3542522,0.06788805,2.75140722
garlic,rice,24801,1164,602,0.02427321,0.51718213,0.02373536,1.26266594
butter,vanilla,9765,1041,601,0.06154634,0.57732949,0.0588927,3.5798567
cheese,zucchini,15753,1537,601,0.03815146,0.39102147,0.03601174,1.50297404
coriander powder,salt,666,34455,601,0.9024024,0.01744304,0.0174102,1.58585011
garam masala,oil,2179,3310,601,0.27581459,0.181571,0.12295417,5.04549053
egg yolks,salt,1025,34455,599,0.58439024,0.01738499,0.01717267,1.02698677
